CensusTract,State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
6001409000,California,Alameda,3928,1965,1963,47.0,2.4,40.6,0.0,5.2,1.6,1885,47717.0,7888.0,16643.0,2255.0,25.1,30.4,9.9,34.8,26.2,12.7,16.4,65.8,22.1,5.4,1.5,3.0,2.4,24.8,1633,75.1,13.3,11.6,0.0,13.3
6001409100,California,Alameda,2217,1069,1148,41.2,2.0,37.8,0.0,3.3,7.5,1112,35431.0,5973.0,12985.0,2137.0,32.3,41.6,10.6,30.6,26.0,7.1,25.6,63.2,16.8,10.7,2.2,3.0,4.1,28.1,784,79.3,10.8,9.3,0.5,12.6
6001409200,California,Alameda,3358,1466,1892,44.0,4.3,36.9,2.7,6.5,0.0,1881,52381.0,7254.0,16485.0,1286.0,17.1,24.6,14.9,26.2,29.6,10.2,19.2,70.2,15.3,9.4,0.1,3.1,1.9,29.7,1379,75.5,12.5,12.0,0.0,13.4
6001409300,California,Alameda,5191,2530,2661,59.7,5.4,30.0,0.1,1.9,1.1,2398,34988.0,6350.0,15077.0,1778.0,26.3,31.3,15.3,29.0,26.1,12.3,17.3,62.1,16.5,10.2,1.0,3.9,6.3,29.4,2062,77.1,13.8,9.1,0.0,16.1
6001409400,California,Alameda,4581,2365,2216,58.0,6.9,26.2,0.0,7.9,0.0,1986,37264.0,6000.0,15901.0,2808.0,30.5,33.0,24.5,30.2,15.4,17.0,12.9,63.0,22.1,11.3,0.6,1.7,1.4,35.9,1627,79.4,10.1,10.5,0.0,15.1
6001409500,California,Alameda,4198,2056,2142,57.1,5.7,29.0,0.2,1.3,1.3,1785,30913.0,3456.0,11573.0,1048.0,34.2,43.1,8.8,30.7,20.7,22.4,17.3,54.6,19.9,13.9,3.3,3.0,5.4,30.3,1617,76.7,12.2,11.0,0.0,17.3
6001409600,California,Alameda,5190,2412,2778,63.9,2.9,28.2,0.0,3.0,0.0,2054,35833.0,4655.0,13598.0,1852.0,28.1,39.7,9.2,29.9,26.7,15.0,19.2,68.2,7.1,18.5,2.1,0.5,3.6,30.0,2067,77.6,13.4,9.0,0.0,14.6
6001409700,California,Alameda,5431,2548,2883,48.9,2.2,42.3,0.2,3.8,0.2,2694,36899.0,4834.0,16170.0,2528.0,24.6,36.6,14.1,26.4,28.5,11.9,19.2,64.3,13.7,16.8,2.6,0.0,2.5,30.6,2106,75.4,13.0,11.6,0.0,14.6
6001409800,California,Alameda,3123,1482,1641,15.6,8.2,57.0,0.0,8.2,0.0,2110,63819.0,15463.0,26527.0,3721.0,14.1,15.4,32.4,16.3,26.2,4.2,20.8,72.9,6.2,12.3,0.0,0.0,8.6,33.5,1202,72.9,13.5,13.6,0.0,6.5
6001409900,California,Alameda,3410,1617,1793,14.8,22.6,48.8,0.0,8.5,0.0,2788,90625.0,23713.0,56267.0,15589.0,6.6,1.8,56.2,11.7,19.5,4.8,7.8,75.5,5.9,8.0,0.7,0.0,9.9,30.5,1620,64.1,21.2,14.6,0.0,9.6
6001410000,California,Alameda,3187,1454,1733,6.7,33.5,48.1,0.0,4.4,0.0,2569,107596.0,12098.0,41940.0,4988.0,4.2,0.0,44.6,19.2,23.6,4.0,8.7,68.6,13.7,11.2,0.0,0.7,5.8,28.8,1565,62.0,26.1,11.9,0.0,6.6
6001410100,California,Alameda,2916,1279,1637,16.0,14.7,56.6,0.0,4.9,0.0,1982,50000.0,12843.0,20932.0,2648.0,24.1,43.3,34.8,19.1,23.2,7.8,15.2,61.0,14.6,14.0,0.5,3.6,6.3,31.7,1122,71.2,22.7,6.1,0.0,16.3
6001410200,California,Alameda,3265,1409,1856,45.1,5.5,48.4,0.0,1.0,0.0,1987,45859.0,11835.0,22603.0,3904.0,28.3,40.2,12.3,25.0,32.2,16.4,14.1,72.3,10.3,15.8,0.0,1.5,0.0,34.2,1387,87.7,8.6,3.7,0.0,17.2
6001410300,California,Alameda,3381,1670,1711,61.3,1.7,29.9,0.6,1.2,2.1,1464,35960.0,4660.0,16171.0,2219.0,26.9,36.0,14.3,26.4,16.8,21.9,20.6,50.4,36.7,9.3,1.2,0.2,2.3,27.3,1384,85.8,7.1,7.1,0.0,18.4
6001410400,California,Alameda,4344,2034,2310,44.0,6.4,39.7,0.0,8.1,0.3,2497,62963.0,7307.0,23312.0,2973.0,15.0,26.0,26.8,15.7,29.8,10.7,17.1,58.3,12.2,18.1,1.1,0.9,9.4,30.5,1911,70.9,15.2,11.4,2.6,15.9
6001410500,California,Alameda,2321,1021,1300,7.2,5.5,62.1,0.0,18.1,0.3,1449,22869.0,3883.0,16021.0,2573.0,39.9,52.5,22.3,30.6,39.3,2.5,5.2,48.6,2.9,28.3,6.8,8.2,5.2,25.6,824,70.4,22.2,7.4,0.0,23.5
6001420100,California,Alameda,2487,1215,1272,9.3,66.0,2.9,0.3,15.2,0.0,1610,117083.0,17455.0,51077.0,5310.0,4.5,0.4,74.0,8.9,12.3,1.4,3.4,52.2,5.5,23.8,6.4,7.2,5.0,31.3,1256,69.3,18.9,11.9,0.0,8.0
6001420200,California,Alameda,3278,1562,1716,13.7,44.0,7.8,0.3,25.4,2.9,1994,82206.0,21462.0,37346.0,3715.0,10.4,12.0,58.9,9.5,17.9,4.1,9.6,46.8,8.8,24.5,7.5,6.3,6.2,31.3,1694,69.1,18.5,12.4,0.0,8.9
6001420300,California,Alameda,4564,2175,2389,10.7,37.4,5.8,0.1,34.7,1.8,2826,85119.0,6034.0,53810.0,10653.0,9.8,6.1,72.1,11.8,10.4,2.0,3.7,53.1,5.8,23.2,3.1,6.4,8.4,33.0,2550,68.0,23.7,8.4,0.0,2.9
6001420400,California,Alameda,3630,1873,1757,22.4,30.2,3.5,0.5,37.3,0.6,931,38689.0,6590.0,19696.0,5517.0,29.4,34.2,84.7,6.6,6.4,1.3,1.0,26.7,17.7,42.5,1.2,7.4,4.4,30.1,1148,40.2,58.3,1.6,0.0,6.9
6001420500,California,Alameda,2364,1124,1240,9.9,52.2,4.1,0.3,24.6,0.0,1394,80404.0,8000.0,38301.0,4006.0,5.5,6.0,65.7,12.8,14.5,5.6,1.4,52.6,11.4,14.2,5.4,7.3,9.1,29.3,1209,59.1,24.9,16.0,0.0,9.7
6001420600,California,Alameda,2926,1441,1485,9.4,69.7,0.6,0.4,14.9,0.0,2061,107875.0,15607.0,48861.0,4665.0,3.1,0.0,66.2,11.8,14.2,5.0,2.7,51.5,5.0,19.7,6.6,6.1,11.1,27.1,1426,69.4,18.4,12.2,0.0,4.7
6001421100,California,Alameda,2101,989,1112,3.9,76.8,0.6,0.0,11.9,0.0,1643,148750.0,26015.0,72931.0,6455.0,4.8,5.0,80.6,4.9,10.5,1.8,2.3,55.9,9.2,11.2,1.4,6.0,16.3,27.6,1020,62.7,13.3,23.9,0.0,3.8
6001421200,California,Alameda,3668,1732,1936,7.2,77.5,0.3,0.2,9.7,0.0,2808,150673.0,18905.0,83271.0,9616.0,4.3,0.0,81.2,9.3,7.9,0.5,1.2,54.4,7.7,17.7,2.5,7.2,10.6,27.4,1686,64.8,16.5,18.4,0.3,5.0
6001421300,California,Alameda,4038,1946,2092,3.3,78.4,3.1,0.0,10.2,0.0,3172,135556.0,22684.0,69639.0,9028.0,5.0,3.1,77.8,5.3,12.0,1.6,3.4,47.9,7.4,21.3,4.1,9.0,10.4,32.8,2185,70.0,15.7,13.9,0.4,4.1
6001421400,California,Alameda,1743,810,933,6.5,74.5,2.9,0.0,12.7,0.0,1322,132250.0,19130.0,73557.0,9058.0,3.6,0.0,79.5,6.9,11.2,1.4,1.1,50.8,8.4,17.5,2.8,4.9,15.5,32.2,842,71.4,10.3,18.3,0.0,6.8
6001421500,California,Alameda,3736,1757,1979,4.7,80.7,2.1,0.0,7.6,0.0,2934,138929.0,21840.0,86280.0,12114.0,3.4,2.8,80.9,6.8,7.8,2.1,2.4,52.8,7.4,21.0,4.9,3.0,10.8,33.4,1903,63.8,19.5,16.3,0.3,4.3
6001421600,California,Alameda,3516,1652,1864,5.6,78.2,0.5,0.0,13.4,0.0,2804,118587.0,19980.0,79854.0,10234.0,10.2,0.0,85.5,2.7,9.8,0.5,1.5,40.7,4.9,18.9,10.7,8.3,16.5,29.5,1872,56.1,23.0,20.8,0.0,4.7
6001421700,California,Alameda,3580,1789,1791,14.1,63.5,0.8,0.1,15.6,0.0,2515,68190.0,9226.0,44454.0,5225.0,13.5,4.6,80.6,3.4,10.3,4.1,1.7,28.3,2.9,25.1,18.0,14.9,10.8,28.2,2088,56.4,35.1,8.5,0.0,5.8
6001421800,California,Alameda,2143,1027,1116,4.5,75.3,1.9,0.6,13.1,0.0,1612,99821.0,14631.0,53866.0,4723.0,5.1,1.2,77.4,4.6,13.0,1.6,3.5,36.3,12.6,15.5,10.2,10.9,14.4,29.7,1095,61.2,20.5,18.3,0.0,4.8
6001421900,California,Alameda,3793,1808,1985,4.4,61.7,6.9,0.0,20.4,0.3,2879,91346.0,18434.0,48245.0,5250.0,14.5,0.0,73.9,8.8,9.1,5.1,3.1,40.5,9.6,23.5,4.1,11.4,10.9,28.6,2075,62.5,25.4,12.0,0.0,6.2
6001422000,California,Alameda,1952,984,968,14.3,60.1,15.8,0.0,5.2,0.0,1379,60288.0,20591.0,35521.0,6690.0,32.2,43.5,59.5,17.2,17.8,1.6,3.8,37.3,12.6,15.4,9.1,10.5,15.1,28.9,981,62.3,18.0,19.4,0.3,12.1
6001422100,California,Alameda,2420,1198,1222,23.0,46.2,14.2,0.8,12.0,0.0,1743,57865.0,9479.0,37016.0,4006.0,7.5,10.2,58.4,12.0,25.3,0.8,3.4,40.4,8.4,14.9,10.7,10.3,15.2,24.4,1417,58.4,19.1,22.4,0.0,5.8
6001422200,California,Alameda,3477,1644,1833,11.9,60.0,5.0,0.3,14.9,1.3,2593,65533.0,10027.0,39849.0,5027.0,14.0,5.3,61.7,11.7,20.4,3.8,2.4,39.7,11.0,27.5,5.5,9.5,6.9,30.5,2211,67.9,18.3,13.8,0.0,4.8
6001422300,California,Alameda,4022,2077,1945,8.4,59.5,4.5,0.0,18.3,1.0,2935,57667.0,11171.0,36441.0,3979.0,19.2,11.9,77.7,9.1,9.4,2.2,1.6,36.9,5.8,22.6,14.6,10.8,9.3,27.6,2148,64.9,22.6,12.2,0.4,6.7
6001422400,California,Alameda,4169,2336,1833,8.3,49.7,1.3,0.0,37.4,0.0,2938,54554.0,16048.0,39067.0,6499.0,23.7,0.0,76.7,5.5,13.1,1.0,3.7,17.2,4.1,20.1,41.0,7.6,10.1,24.2,2643,53.6,36.9,9.6,0.0,4.5
6001422500,California,Alameda,4234,1966,2268,10.2,58.1,2.6,0.2,23.3,0.1,3355,54063.0,12777.0,33619.0,5910.0,28.5,1.5,68.8,13.1,13.5,1.4,3.3,23.4,6.3,17.7,37.8,5.3,9.5,25.1,1988,64.3,31.7,4.0,0.0,7.5
6001422600,California,Alameda,1414,669,745,10.4,40.1,2.5,0.0,42.4,0.0,672,,,20718.0,8022.0,0.0,0.0,55.9,18.5,23.5,2.1,0.0,2.6,3.3,2.1,74.6,0.9,16.4,17.9,438,55.9,44.1,0.0,0.0,11.9
6001422700,California,Alameda,4769,2223,2546,17.7,50.7,2.2,0.3,25.0,0.0,3932,27090.0,5500.0,16379.0,3026.0,51.1,37.7,50.3,19.6,26.1,2.0,2.0,16.7,5.1,10.1,56.0,3.7,8.5,19.8,1788,54.4,42.3,3.2,0.0,16.9
6001422800,California,Alameda,8448,4129,4319,13.5,33.3,3.1,0.7,44.1,0.0,6695,14196.0,9919.0,13173.0,1484.0,52.2,77.1,47.2,18.6,31.8,1.6,0.8,12.0,2.4,17.9,53.4,5.3,9.0,20.8,2357,60.8,36.3,2.9,0.0,20.5
6001422900,California,Alameda,4525,2341,2184,4.4,40.8,10.2,0.0,38.5,0.0,3239,24702.0,11933.0,21171.0,4757.0,44.6,0.0,57.9,12.1,25.3,1.1,3.6,18.8,3.6,24.0,37.8,6.5,9.2,21.5,2103,64.7,34.0,1.2,0.0,8.3
6001423000,California,Alameda,4730,2433,2297,11.8,65.6,1.3,0.4,14.1,0.0,3638,74167.0,25948.0,46995.0,5073.0,10.2,0.0,78.7,4.1,9.3,3.8,4.1,30.1,6.4,26.4,8.7,18.9,9.5,25.7,2931,59.5,32.1,8.4,0.0,3.3
6001423100,California,Alameda,4084,1929,2155,10.7,50.8,9.6,0.1,22.3,0.0,2774,56111.0,8934.0,38077.0,4005.0,21.6,10.3,59.3,13.5,18.1,2.6,6.5,44.3,3.0,25.0,8.3,11.3,8.1,29.2,2248,69.4,19.8,10.9,0.0,2.6
6001423200,California,Alameda,2808,1455,1353,36.4,39.0,11.7,0.4,6.0,1.6,1731,53804.0,29058.0,28734.0,4967.0,20.2,26.3,49.0,20.4,19.0,4.5,7.2,34.8,9.9,20.0,10.8,12.0,12.5,27.4,1509,70.6,17.7,11.7,0.0,11.0
6001423300,California,Alameda,4063,2007,2056,14.7,35.8,35.4,1.8,9.3,0.4,2983,72500.0,14324.0,33264.0,3590.0,13.3,14.4,50.4,19.9,15.3,6.7,7.7,44.7,5.5,27.6,6.0,8.2,7.9,35.8,1925,69.4,20.8,9.8,0.0,9.7
6001423400,California,Alameda,5218,2608,2610,12.6,50.4,10.4,0.1,16.4,0.0,3791,71506.0,18487.0,38675.0,5397.0,17.1,13.1,59.6,13.4,20.8,2.6,3.6,30.7,9.7,27.2,10.7,15.0,6.7,33.8,2688,66.9,21.7,11.5,0.0,14.4
6001423500,California,Alameda,3195,1525,1670,13.6,52.8,14.2,1.0,12.2,0.0,2481,42813.0,12182.0,34236.0,3999.0,18.5,2.2,63.1,9.8,21.3,2.7,3.0,31.8,5.1,24.2,12.0,16.5,10.4,27.4,1717,70.5,20.9,8.6,0.0,10.9
6001423601,California,Alameda,2744,1398,1346,11.8,66.6,2.0,0.5,14.1,0.0,2267,69398.0,8742.0,38924.0,4467.0,17.2,12.6,77.5,4.0,13.4,0.8,4.3,31.5,4.4,22.1,14.3,12.7,15.1,26.9,1492,57.4,24.8,17.8,0.0,8.1
6001423602,California,Alameda,5841,3035,2806,9.2,42.4,5.8,0.8,36.2,0.7,5070,25164.0,6887.0,25728.0,7371.0,57.2,18.9,63.3,8.2,17.2,4.6,6.7,20.3,3.8,26.6,36.0,5.5,7.9,27.0,2749,63.3,30.6,6.1,0.0,11.3
6001423700,California,Alameda,4048,1530,2518,7.2,65.6,1.6,0.7,20.8,0.0,3371,54487.0,20126.0,40975.0,7749.0,32.3,19.3,59.2,12.7,23.9,0.9,3.4,24.7,7.6,15.8,30.5,8.1,13.3,25.0,1819,62.3,26.6,11.1,0.0,7.8
6001423800,California,Alameda,3074,1471,1603,11.4,72.6,0.0,0.0,13.3,0.4,2485,135278.0,29621.0,114030.0,18273.0,4.7,0.0,74.6,4.6,19.7,1.1,0.0,39.9,12.1,24.0,1.8,4.7,17.6,30.3,1478,64.6,19.7,15.7,0.0,4.6
6001423901,California,Alameda,1982,1022,960,16.5,61.6,10.6,0.0,8.5,0.0,1548,61543.0,10355.0,41365.0,4885.0,16.2,8.3,55.9,14.7,26.8,0.8,1.9,31.6,9.7,29.1,8.2,12.6,8.8,28.8,1176,72.9,13.8,12.9,0.4,7.0
6001423902,California,Alameda,1447,708,739,10.7,74.8,3.4,0.0,7.7,0.0,1222,85167.0,24533.0,55770.0,7260.0,12.3,0.0,81.1,6.8,9.8,1.0,1.4,31.4,11.0,21.7,6.7,13.9,15.2,29.4,841,62.0,20.6,17.5,0.0,11.3
6001424001,California,Alameda,4125,1895,2230,19.9,37.3,28.8,0.0,8.4,0.8,2961,46359.0,9985.0,25670.0,2524.0,22.0,19.0,42.4,22.4,24.5,3.3,7.4,37.1,10.6,25.4,7.3,12.2,7.3,27.2,2429,80.7,9.7,9.6,0.0,10.0
6001424002,California,Alameda,2277,1152,1125,21.3,30.0,38.4,0.7,6.5,0.0,1703,41895.0,16225.0,28284.0,4011.0,20.5,36.6,49.0,18.1,17.4,5.0,10.5,46.8,8.0,13.2,5.8,15.3,10.8,26.6,989,65.5,21.2,13.2,0.0,7.9
6001425101,California,Alameda,1582,796,786,1.6,60.7,8.5,0.3,25.7,0.6,1281,73646.0,15885.0,63076.0,10360.0,12.2,75.0,72.0,4.5,19.5,2.7,1.3,56.1,13.6,23.6,3.1,2.5,1.1,27.6,931,60.4,33.8,4.6,1.2,5.0
6001425102,California,Alameda,3019,1448,1571,5.6,45.2,9.7,0.2,33.8,0.0,2371,81577.0,22326.0,62758.0,10862.0,15.4,19.1,64.9,9.9,22.9,0.4,1.9,47.4,12.0,21.6,12.2,2.9,4.0,30.3,2191,90.6,6.7,2.7,0.0,5.6
6001425103,California,Alameda,2817,1412,1405,11.0,46.0,8.3,0.0,24.7,0.0,2324,95146.0,8373.0,52064.0,7206.0,5.9,0.0,74.8,9.0,15.3,0.0,1.0,51.6,12.5,18.5,5.8,6.9,4.7,28.3,1978,79.9,10.0,10.1,0.0,4.3
6001425104,California,Alameda,3412,1604,1808,16.1,35.5,23.7,0.0,19.1,0.0,2762,56654.0,14457.0,47239.0,6626.0,13.7,53.5,64.7,10.0,19.2,3.6,2.5,49.1,6.6,28.9,4.7,4.7,5.9,28.0,2053,67.6,24.7,7.7,0.0,10.0
6001426100,California,Alameda,6214,2936,3278,4.2,72.0,0.6,0.2,19.7,0.1,4339,216771.0,46407.0,118179.0,17558.0,6.9,0.0,79.6,4.0,12.2,2.5,1.7,64.2,14.7,8.7,0.0,1.8,10.6,27.0,2780,74.0,8.8,17.2,0.0,4.2
6001426200,California,Alameda,4885,2391,2494,4.7,69.5,1.2,0.1,17.7,0.0,3245,181012.0,26019.0,83643.0,9064.0,3.0,1.8,74.9,4.0,16.6,1.6,2.8,51.1,13.4,19.9,2.0,5.9,7.8,29.5,2409,71.9,13.4,14.7,0.0,4.2
6001427100,California,Alameda,3572,1571,2001,5.2,68.1,5.2,0.3,16.5,1.1,2597,103750.0,15509.0,52766.0,5841.0,5.2,5.4,57.6,10.4,20.7,7.3,4.0,61.1,5.4,17.2,5.9,5.6,4.9,28.1,1819,76.3,17.4,5.8,0.5,1.9
6001427200,California,Alameda,4157,2155,2002,28.0,42.4,4.9,0.2,15.0,4.3,3087,65096.0,20483.0,34804.0,4239.0,16.5,15.5,44.3,12.5,23.7,10.6,8.8,55.1,5.4,13.1,8.0,6.8,11.5,27.4,2113,77.6,13.5,8.9,0.0,12.3
6001427300,California,Alameda,5125,2597,2528,12.0,35.0,11.6,0.1,36.2,0.4,3426,74773.0,17071.0,39347.0,4767.0,12.9,12.1,47.2,17.7,22.7,4.1,8.3,58.9,10.1,17.9,3.9,3.3,5.9,30.3,2661,80.0,14.5,5.2,0.3,8.0
6001427600,California,Alameda,5539,2709,2830,10.3,20.3,18.9,0.0,40.3,1.7,3379,41618.0,9089.0,20348.0,3239.0,31.9,36.9,27.1,32.9,22.8,6.8,10.4,59.9,11.7,19.0,3.6,2.9,2.9,28.7,2358,77.4,16.3,6.4,0.0,11.9
6001427700,California,Alameda,4979,2535,2444,12.7,52.2,6.8,0.0,17.6,0.3,3826,78497.0,10033.0,44049.0,5207.0,8.3,8.0,47.1,14.7,20.1,6.0,12.0,57.8,8.9,21.1,1.8,3.9,6.5,32.5,3152,69.4,21.4,9.2,0.0,4.2
6001427800,California,Alameda,5143,2454,2689,12.3,54.2,4.7,0.3,22.2,0.2,3714,96222.0,15711.0,52235.0,14065.0,9.1,7.2,49.3,12.8,23.4,5.3,9.2,61.5,8.9,14.0,2.2,6.6,6.7,28.6,2660,73.9,16.5,9.7,0.0,5.1
6001427900,California,Alameda,4789,2365,2424,12.1,50.3,7.7,0.6,21.8,0.0,3771,78729.0,7620.0,51072.0,9067.0,4.4,1.6,49.6,10.8,25.5,4.0,10.0,62.1,8.7,17.0,2.1,3.6,6.4,30.0,2773,72.5,20.1,7.4,0.0,7.3
6001428000,California,Alameda,3116,1500,1616,14.6,32.8,6.8,0.0,40.0,0.0,2042,66621.0,5236.0,37924.0,8084.0,13.7,14.8,41.7,21.4,24.9,6.1,5.9,62.7,7.6,16.7,5.6,3.0,4.4,29.4,1653,82.5,13.1,4.4,0.0,14.6
6001428100,California,Alameda,4924,2618,2306,14.1,57.6,2.1,0.3,20.2,0.2,3310,83565.0,10285.0,42746.0,4883.0,6.4,4.1,53.0,11.8,21.9,5.2,8.1,62.9,9.5,12.5,4.9,4.2,6.1,30.2,2595,70.8,16.4,12.5,0.3,8.9
6001428200,California,Alameda,6653,3054,3599,10.6,50.4,6.5,0.0,28.4,0.6,5124,88811.0,17333.0,49647.0,6698.0,5.4,4.8,47.8,14.9,27.4,5.6,4.3,59.4,8.6,18.4,1.3,3.0,9.3,31.3,3429,81.3,10.6,8.0,0.0,7.6
6001428301,California,Alameda,6584,3012,3572,10.5,32.2,0.7,0.2,47.3,0.0,4523,101633.0,11815.0,56092.0,10433.0,3.3,3.7,53.9,15.4,21.3,2.2,7.1,58.7,12.5,21.4,1.9,0.9,4.6,33.4,3179,78.0,13.1,8.9,0.0,5.0
6001428302,California,Alameda,7031,3354,3677,4.2,41.8,2.7,0.0,44.6,1.1,5309,128438.0,22146.0,61016.0,6403.0,1.4,0.0,63.2,9.4,19.3,3.6,4.5,68.0,8.8,13.8,0.6,2.1,6.7,34.0,3396,71.8,17.6,10.6,0.0,4.9
6001428400,California,Alameda,4403,1981,2422,15.2,48.8,5.3,0.2,27.0,0.4,3305,68301.0,5398.0,35814.0,3376.0,11.1,16.4,53.3,18.9,18.6,5.1,4.2,57.9,5.1,17.7,4.6,5.0,9.7,33.2,2395,71.0,12.5,16.5,0.0,8.5
6001428500,California,Alameda,3436,1620,1816,14.8,42.6,5.5,0.0,28.7,0.1,2320,66250.0,12342.0,40894.0,6159.0,9.8,12.5,54.5,8.7,22.7,8.4,5.8,58.2,14.4,19.0,3.1,1.1,4.1,30.8,1491,75.8,18.8,5.4,0.0,9.9
6001428600,California,Alameda,3140,1528,1612,6.9,40.7,9.1,1.2,36.6,0.0,2548,71953.0,8422.0,45448.0,6418.0,5.7,2.9,71.1,7.2,15.5,0.6,5.7,65.1,5.3,16.8,2.7,5.1,5.0,31.0,1592,77.1,12.6,10.4,0.0,6.8
6001428700,California,Alameda,4142,2155,1987,11.2,31.0,15.0,0.0,38.5,1.5,2770,50577.0,10588.0,35073.0,4050.0,17.1,15.5,40.0,20.0,29.0,2.2,8.8,47.1,11.0,14.0,4.0,8.7,15.2,27.9,1685,79.7,11.5,7.9,0.9,11.8
6001430101,California,Alameda,6971,3767,3204,7.5,37.1,4.3,0.2,45.6,0.5,4695,129203.0,13911.0,49563.0,6747.0,6.8,17.0,58.2,9.1,22.1,2.6,8.0,78.6,3.5,14.8,0.0,1.6,1.5,33.9,3476,73.3,20.3,6.4,0.0,8.8
6001430102,California,Alameda,2139,1075,1064,12.2,58.7,2.8,0.1,20.5,0.0,1601,106250.0,28351.0,58912.0,10049.0,1.0,0.0,48.7,19.7,22.9,5.0,3.7,67.3,5.9,16.9,1.0,0.0,8.9,33.5,1061,70.0,22.0,6.9,1.1,2.7
6001430200,California,Alameda,6659,3213,3446,12.2,63.9,1.7,0.6,17.1,0.5,4977,109890.0,9325.0,51899.0,5311.0,1.2,0.0,51.3,12.4,25.8,4.5,6.1,66.7,11.7,12.7,0.0,0.9,8.0,33.6,3121,73.5,17.0,8.8,0.7,5.1
6001430300,California,Alameda,3606,1702,1904,10.2,56.8,20.4,0.4,10.5,0.0,2601,99277.0,9876.0,40955.0,4399.0,2.3,3.6,55.8,13.6,20.1,6.5,4.1,78.3,6.2,5.9,0.6,1.1,8.0,30.0,1680,70.8,16.3,12.9,0.0,4.2
6001430400,California,Alameda,2055,943,1112,16.9,58.2,1.0,0.1,20.5,0.5,1677,107143.0,21893.0,49295.0,6153.0,1.2,0.0,50.3,16.6,24.2,4.7,4.2,73.5,7.8,9.9,0.0,0.0,8.8,31.9,1188,73.1,15.6,11.4,0.0,4.4
6001430500,California,Alameda,6193,3159,3034,32.5,30.1,14.1,0.2,15.9,2.6,3982,54824.0,8216.0,26988.0,3592.0,12.3,18.4,35.9,15.9,21.3,9.3,17.6,79.3,9.0,6.8,0.0,0.4,4.5,28.9,2809,81.8,14.0,3.6,0.6,9.9
6001430600,California,Alameda,5739,2677,3062,11.2,49.5,3.4,0.0,30.5,2.5,4465,97583.0,19422.0,44973.0,5003.0,5.6,5.3,48.4,10.9,28.2,6.3,6.2,67.8,12.9,13.3,1.0,0.0,4.9,37.5,2944,71.7,20.2,8.0,0.0,7.0
6001430700,California,Alameda,3913,1885,2028,13.6,61.9,3.6,0.0,15.9,0.0,2783,99831.0,13485.0,38541.0,4710.0,2.3,0.0,54.2,8.7,23.3,6.7,7.2,78.4,2.7,6.3,0.0,2.7,9.9,34.0,1969,76.5,13.3,10.2,0.0,6.1
6001430800,California,Alameda,6091,2969,3122,22.1,50.0,1.8,0.0,24.1,0.8,4174,80625.0,22571.0,34390.0,4377.0,7.7,9.6,38.8,17.8,27.6,12.3,3.5,68.7,13.4,7.5,1.7,0.0,8.7,31.5,3062,86.3,7.8,4.8,1.1,4.8
6001430900,California,Alameda,5021,2300,2721,28.9,37.2,12.1,0.1,16.2,0.4,3056,57908.0,6668.0,25135.0,2703.0,20.5,31.2,32.3,24.6,27.3,6.2,9.6,73.2,6.2,9.9,3.6,1.6,5.5,31.3,2130,84.6,5.4,9.6,0.3,11.0
6001431000,California,Alameda,2940,1437,1503,36.3,33.2,1.1,0.0,20.4,2.2,1853,61724.0,10241.0,26840.0,3700.0,14.8,16.9,32.9,22.6,27.0,8.2,9.4,68.4,9.2,17.3,3.0,2.1,0.0,30.0,1372,85.7,9.3,5.0,0.0,8.5
6001431100,California,Alameda,3264,1469,1795,32.4,36.4,11.6,0.0,9.7,1.9,2316,54440.0,5403.0,28434.0,3766.0,13.7,16.3,29.7,18.4,34.6,9.0,8.2,75.1,7.6,11.2,1.8,1.9,2.5,29.4,1792,86.1,7.4,6.5,0.0,11.2
6001431200,California,Alameda,5520,2480,3040,20.7,45.6,11.0,0.3,19.1,0.3,4079,54764.0,14075.0,30819.0,4179.0,17.0,19.4,50.5,9.7,26.3,4.9,8.6,67.1,13.0,12.7,2.1,2.1,3.1,30.0,2759,72.9,20.7,6.4,0.0,11.9
6001432100,California,Alameda,3789,1845,1944,18.3,40.6,17.5,0.1,12.7,1.0,2672,94583.0,14259.0,45871.0,5512.0,4.9,1.9,56.8,14.3,18.5,8.4,2.0,63.9,8.7,16.0,3.3,1.1,7.0,32.4,2234,67.7,22.1,10.2,0.0,5.1
6001432200,California,Alameda,4042,1941,2101,28.7,36.5,17.4,0.1,10.0,0.4,2839,61094.0,5074.0,33950.0,4405.0,10.2,8.6,39.7,19.5,21.7,10.2,9.0,71.1,6.7,13.4,1.0,4.6,3.3,29.2,1984,73.7,16.6,9.7,0.0,5.3
6001432300,California,Alameda,4778,2205,2573,38.0,17.9,9.3,0.3,30.0,0.2,2994,72299.0,7129.0,31858.0,2315.0,14.4,21.7,34.0,16.6,26.0,7.8,15.6,67.6,9.2,15.4,3.0,1.9,2.9,33.4,2527,75.1,16.8,8.1,0.0,7.2
6001432400,California,Alameda,6076,3123,2953,30.3,20.6,11.5,0.0,33.4,0.9,3621,52255.0,12109.0,21984.0,3259.0,18.8,23.6,25.7,26.9,23.5,9.5,14.4,71.3,10.8,9.8,0.5,5.6,2.1,26.9,2695,81.3,11.8,6.9,0.0,14.3
